path,first_line,second_line,critical,relay_cascade,total_load_shed_mw,critical_mechanism,p_shed_first,p_shed_second,path_prob_score,second_only_score,path_prob_rank,second_only_rank,rank_gap,relay_trip_labels,final_outage_labels,full_cascade_path
L161->L016,L161,L016,True,True,31.514792047850804,relay_cascade,0.007952171,0.9995958209037781,0.007948956898712218,0.9995958209037781,5846,430,5416,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L016,L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L161,L178,L182",L161->L016->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L161->L147,L161,L147,True,True,43.59265123807146,relay_cascade,0.007952171,0.9963526725769043,0.007923166828638552,0.9963526725769043,5861,553,5308,"L018,L060,L102,L115,L134,L140,L156,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L161,L178,L182",L161->L147->L018->L060->L102->L115->L134->L140->L156->L158->L178->L182
L123->L181,L123,L181,True,True,20.772296104867053,relay_cascade,0.009068297,0.9999183416366577,0.009067556497708677,0.9999183416366577,5469,189,5280,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L123,L128,L134,L140,L155,L158,L178,L181,L182",L123->L181->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L082->L181,L082,L181,True,True,20.772296104867053,relay_cascade,0.008850796,0.9998970031738281,0.008849884396102905,0.9998970031738281,5527,259,5268,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L082,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L082->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L064->L183,L064,L183,True,True,81.35922639729833,relay_cascade,0.009235871,0.9999221563339233,0.009235152045941948,0.9999221563339233,5417,160,5257,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L064,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L064->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L064->L181,L064,L181,True,True,20.772296104867053,relay_cascade,0.009235871,0.9999210834503174,0.009235142136927365,0.9999210834503174,5418,167,5251,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L064,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",L064->L181->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L082->L183,L082,L183,True,True,81.35922639729833,relay_cascade,0.008850796,0.999835729598999,0.008849342076191901,0.999835729598999,5528,301,5227,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L082,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",L082->L183->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L161->L162,L161,L162,True,True,4.873683357257059,relay_cascade,0.007952171,0.9911468625068665,0.00788176933676809,0.9911468625068665,5878,661,5217,"L018,L060,L102,L115,L134,L140,L158,L178,L182","L018,L060,L102,L115,L128,L134,L140,L155,L158,L161,L162,L178,L182",L161->L162->L018->L060->L102->L115->L134->L140->L158->L178->L182
L082->L016,L082,L016,True,True,31.514792047850804,relay_cascade,0.008850796,0.9997527003288269,0.008848607201059578,0.9997527003288269,5529,327,5202,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L082,L102,L115,L128,L134,L140,L155,L158,L178,L182",L082->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L121->L183,L121,L183,True,True,81.35922639729833,relay_cascade,0.0099588195,1.0,0.0099588195,1.0,5174,16,5158,"L018,L060,L102,L115,L134,L140,L155,L178,L182","L018,L060,L102,L115,L121,L128,L134,L140,L155,L178,L182,L183",L121->L183->L018->L060->L102->L115->L134->L140->L155->L178->L182
L123->L183,L123,L183,True,True,81.35922639729833,relay_cascade,0.009068297,0.999665379524231,0.009065262562143444,0.999665379524231,5470,386,5084,"L018,L060,L102,L115,L134,L140,L155,L178,L182","L018,L060,L102,L115,L123,L128,L134,L140,L155,L178,L182,L183",L123->L183->L018->L060->L102->L115->L134->L140->L155->L178->L182
L123->L016,L123,L016,True,True,31.514792047850804,relay_cascade,0.009068297,0.9996514320373535,0.009065136082190036,0.9996514320373535,5471,397,5074,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L123,L128,L134,L140,L155,L158,L178,L182",L123->L016->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L064->L016,L064,L016,True,True,31.514792047850804,relay_cascade,0.009235871,0.9996592998504639,0.009232724337369203,0.9996592998504639,5421,387,5034,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L064,L102,L115,L128,L134,L140,L155,L158,L178,L182",L064->L016->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L161->L180,L161,L180,True,True,7.272188818003705,relay_cascade,0.007952171,0.9741039276123047,0.007746241004144668,0.9741039276123047,5936,912,5024,"L018,L046,L060,L102,L115,L134,L140,L158,L178,L182","L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L161,L178,L180,L182",L161->L180->L018->L046->L060->L102->L115->L134->L140->L158->L178->L182
L121->L181,L121,L181,True,True,20.772296104867053,relay_cascade,0.0099588195,0.9998986721038818,0.009957810393772245,0.9998986721038818,5175,252,4923,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L115,L121,L128,L134,L140,L155,L158,L178,L181,L182",L121->L181->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L082->L083,L082,L083,True,True,11.598841625638904,relay_cascade,0.008850796,0.9889587163925171,0.008753071851212024,0.9889587163925171,5550,704,4846,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L060,L082,L083,L102,L115,L128,L134,L140,L155,L158,L178,L182",L082->L083->L018->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L121->L016,L121,L016,True,True,31.514792047850804,relay_cascade,0.0099588195,0.9997368454933167,0.00995619879176733,0.9997368454933167,5176,349,4827,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L016,L018,L046,L060,L102,L115,L121,L128,L134,L140,L155,L158,L178,L182",L121->L016->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L082->L047,L082,L047,True,True,31.300605334860517,relay_cascade,0.008850796,0.9822202920913696,0.008693431432361126,0.9822202920913696,5579,793,4786,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L082,L102,L115,L128,L134,L140,L155,L158,L178,L182",L082->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L064->L180,L064,L180,True,True,7.272188818003705,relay_cascade,0.009235871,0.990898072719574,0.009151806773786604,0.990898072719574,5448,671,4777,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L064,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",L064->L180->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L064->L047,L064,L047,True,True,31.300605334860517,relay_cascade,0.009235871,0.9782560467720032,0.009035046652956187,0.9782560467720032,5480,860,4620,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L064,L102,L115,L128,L134,L140,L155,L158,L178,L182",L064->L047->L018->L046->L060->L102->L115->L128->L134->L140->L155->L158->L178->L182
L121->L047,L121,L047,True,True,31.300605334860517,relay_cascade,0.0099588195,0.9916889071464539,0.009876050826423795,0.9916889071464539,5196,653,4543,"L018,L046,L060,L102,L115,L134,L140,L155,L158,L178,L182","L018,L046,L047,L060,L102,L115,L121,L128,L134,L140,L155,L158,L178,L182",L121->L047->L018->L046->L060->L102->L115->L134->L140->L155->L158->L178->L182
L108->L180,L108,L180,True,True,7.272188818003705,relay_cascade,0.010631365,0.9921892881393433,0.01054832647129953,0.9921892881393433,5021,634,4387,"L018,L046,L060,L102,L128,L134,L140,L155,L158,L178,L182","L018,L046,L060,L102,L108,L111,L115,L128,L134,L140,L155,L158,L178,L180,L182",L108->L180->L018->L046->L060->L102->L128->L134->L140->L155->L158->L178->L182
L121->L147,L121,L147,True,True,43.59265123807146,relay_cascade,0.0099588195,0.9705597162246704,0.009665629027852715,0.9705597162246704,5278,944,4334,"L018,L060,L102,L115,L134,L140,L155,L156,L158,L178,L182","L018,L060,L102,L115,L121,L128,L134,L140,L147,L155,L156,L158,L178,L182",L121->L147->L018->L060->L102->L115->L134->L140->L155->L156->L158->L178->L182
L108->L054,L108,L054,True,True,22.50545676159403,relay_cascade,0.010631365,0.980803370475769,0.010427278624758125,0.980803370475769,5053,823,4230,"L018,L019,L044,L045,L048,L060,L102,L109,L128,L134,L140,L155,L156,L158,L178,L182","L018,L019,L044,L045,L048,L054,L060,L102,L108,L109,L111,L115,L128,L134,L140,L155,L156,L158,L178,L182",L108->L054->L018->L019->L044->L045->L048->L060->L102->L109->L128->L134->L140->L155->L156->L158->L178->L182
